grad,board_index,board_number,board_line,full_rows,full_cols,active_rows,active_cols,start_soft_locked,solved,beam_move_count,cleaned_move_count,elapsed_seconds,beam_moves,cleaned_moves
17,174,175,67155,8,8,8,8,False,True,54,54,165.74,ULLLDLLLUUULUURUDLDDRURUULDRRDRUURDRLDLLLDLULURRRDRURU,ULLLDLLLUUULUURUDLDDRURUULDRRDRUURDRLDLLLDLULURRRDRURU
17,175,176,67165,8,8,8,8,False,True,34,34,93.54,ULLLLURRURUULLUURDLDDRLUURDDDRDLLL,ULLLLURRURUULLUURDLDDRLUURDDDRDLLL
17,176,177,67175,8,8,8,8,False,True,43,43,127.91,DLDLLULULLDRRURDDRDRDDDLLDLUULURLLLURUURRRD,DLDLLULULLDRRURDDRDRDDDLLDLUULURLLLURUURRRD
17,177,178,67185,8,8,7,7,False,True,49,49,72.06,UUUULLLLRRDLRURRDDDLDLLURRDRUUULDDUUULLDRURDDRDLL,UUUULLLLRRDLRURRDDDLDLLURRDRUUULDDUUULLDRURDDRDLL
17,178,179,67195,8,8,7,7,False,True,20,20,18.14,RRUUUULDLDDRDRUUULUR,RRUUUULDLDDRDRUUULUR
17,179,180,67205,8,8,7,7,False,True,25,25,29.75,RDDRRRDDLURULLLUURRDDDRDL,RDDRRRDDLURULLLUURRDDDRDL
17,180,181,67215,8,8,7,7,False,True,17,17,3.91,DLLLDDLLUURRRURDD,DLLLDDLLUURRRURDD
17,181,182,67225,8,8,8,8,False,True,92,92,249.22,URRULRRRUULRDDDRDLLURRRRDLLULULDDLLRRRRURRDLLLLULLDDLURDRULURRDRURURLDLLULRURUUDRDDDLUUURULL,URRULRRRUULRDDDRDLLURRRRDLLULULDDLLRRRRURRDLLLLULLDDLURDRULURRDRURURLDLLULRURUUDRDDDLUUURULL
17,182,183,67235,8,8,8,8,False,False,102,100,172.29,ULDLLLLLRRDDLLULURRDRRUURDDLLLURRDRRULLLDLLDRULURRDRRUULUDRDDLURUULUDDRDDLLURDRUUULULLURDRURRDLDLURULL,ULDLLLLLRRDDLLULURRDRRUURDDLLLURRDRRULLLDLLDRULURRDRRUULUDRDDLURUULUDDRDDLLURDRUUULULLURDRURRDLDLURU
17,183,184,67245,8,8,8,8,False,True,49,49,107.21,UUUUURURDRURRDDDURULLULLDRRURDRDDLDDLRURUUULDDDLD,UUUUURURDRURRDDDURULLULLDRRURDRDDLDDLRURUUULDDDLD
